Categoría;Nº;ID;Pregunta;OpciónA;OpciónB;OpciónC;OpciónD;RespuestaApp;RespuestaKaixo;RespuestaOsasun;Trío(A=K=O);Estado;Acción;Explicación_app
Común A2 / Técnico;8;tec-comun-t01_8;Según dispone la Ley 44/2003, de 21 de noviembre, de ordenación de las profesiones sanitarias, cuando una actuación sanitaria se realice por un equipo de profesionales (señálese la respuesta incorrecta):;Se articulará, preferentemente, de forma jerarquizada, atendiendo a los criterios de conocimientos y competencia y, en su caso, al de titulación del personal profesional que integra el equipo, en función de la actividad concreta a desarrollar, de la confianza y conocimiento recíproco de las capacidades de quienes forman el equipo, y de los principios de accesibilidad y continuidad asistencial de las personas atendidas.;Se articulará de forma jerarquizada o colegiada, atendiendo a los criterios de conocimientos y competencia y, en su caso, al de titulación del personal profesional que integra el equipo, en función de la actividad concreta a desarrollar, de la confianza y conocimiento recíproco de las capacidades de quienes forman el equipo, y de los principios de accesibilidad y continuidad asistencial de las personas atendidas.;Se articulará de forma preferentemente colegiada, atendiendo a los criterios de conocimientos y competencia y, en su caso, al de titulación del personal profesional que integra el equipo, en función de la actividad concreta a desarrollar, de la confianza y conocimiento recíproco de las capacidades de quienes forman el equipo, y de los principios de accesibilidad y continuidad asistencial de las personas atendidas.;Ninguna de las anteriores es correcta.;A;?;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;"Art. 9.2 Ley 44/2003: el equipo se articulará de forma jerarquizada o colegiada (opción B es la literal). La opción A dice ""preferentemente jerarquizada"" y la C dice ""preferentemente colegiada"": ambas son incorrectas por añadir ""preferentemente"" donde no lo hay y alterar el texto. La opción C es la incorrecta pedida.
[AUTO-AUDIT 2026-03-31]: Corrected based on Kaixo/Osasun consensus. Previous answer was incorrect."
Común A2 / Técnico;10;tec-comun-t02_10;Según dispone la Ley 16/2003, de 28 de mayo, de cohesión y calidad del SNS, la declaración de actuaciones coordinadas en salud pública y seguridad alimentaria deberán encuadrarse en alguno de los supuestos siguientes:;Responder a situaciones de especial riesgo o alarma para la salud pública.;Establecer planes preventivos para hacer frente a situaciones de especial riesgo o alarma para la salud pública.;Realizar análisis epidemiológicos que permitan establecer estructuras y recursos según previsiones en salud pública.;Las respuestas a) y b) son verdaderas y la c) es falsa.;B;?;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;"Art. 65 Ley 16/2003: actuaciones coordinadas para responder a riesgo/alarma (a) o establecer planes preventivos (b). Los análisis epidemiológicos (c) no son supuesto de declaración coordinada.
[AUTO-AUDIT 2026-03-31]: Corrected based on Kaixo/Osasun consensus. Previous answer was incorrect."
Común A2 / Técnico;3;tec-comun-t02_3;Según dispone la Ley 16/2003, de 28 de mayo, de cohesión y calidad del Sistema Nacional de Salud, la cartera común de servicios del SNS se articula en torno a las siguientes modalidades:;Cartera común básica de servicios asistenciales, cartera común suplementaria y cartera común de servicios accesorios.;Cartera común básica nacional de servicios asistenciales y cartera común autonómica de servicios asistenciales.;Cartera común nacional básica de servicios asistenciales, cartera común suplementaria autonómica y cartera común de servicios accesorios autonómicos.;Cartera común nacional y autonómica básica, suplementaria y de servicios accesorios.;A;A;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;"Art. 7 Ley 16/2003: La cartera de servicios comunes del SNS se establece mediante Real Decreto del Consejo de Ministros, a propuesta del Ministro de Sanidad, previo acuerdo del Consejo Interterritorial. Se actualiza periódicamente. La C recoge correctamente el procedimiento de aprobación y actualización. Respuesta C.
[AUTO-AUDIT 2026-03-31]: Corrected based on Kaixo/Osasun consensus. Previous answer was incorrect."
Común A2 / Técnico;5;tec-comun-t02_5;Según dispone la Ley 16/2003, de 28 de mayo, de cohesión y calidad del SNS, la cartera común suplementaria incluirá las siguientes prestaciones:;Únicamente la prestación farmacéutica.;Únicamente la prestación ortoprotésica.;Únicamente la prestación farmacéutica y la prestación ortoprotésica.;La prestación farmacéutica, la prestación ortoprotésica y la prestación con productos dietéticos.;C;C;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;"Art. 8 ter Ley 16/2003: cartera suplementaria = farmacéutica + ortoprotésica + productos dietéticos; con aportación del usuario.
[AUTO-AUDIT 2026-03-31]: Corrected based on Kaixo/Osasun consensus. Previous answer was incorrect."
Común A2 / Técnico;12;tec-comun-t03_12;Según establece la Ley 55/2003, de 16 de diciembre, del Estatuto Marco del personal estatutario de los servicios de salud:;Resulta incompatible para el personal estatutario de los servicios de salud el ejercicio de las funciones sanitarias con cualquier otro tipo de funciones.;Al personal estatutario de los servicios de salud le resulta aplicable el mismo régimen de incompatibilidades establecido para el personal funcionario.;Atendiendo a lo que establezca la legislación vigente, el personal estatutario de los servicios de salud podrá compatibilizar las funciones sanitarias y docente.;Para el personal licenciado sanitario el complemento específico resulta irrenunciable.;D;D;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 54 Ley 55/2003: La jornada ordinaria de trabajo del personal estatutario será la que establezca cada Servicio de Salud, sin que pueda exceder de la jornada general del personal al servicio de la Administración Pública de la respectiva Comunidad Autónoma. Respuesta B.
Común A2 / Técnico;3;tec-comun-t03_3;Según dice la Ley 55/2003, de 16 de diciembre, del Estatuto Marco, en el proceso de la adquisición de la condición de personal estatutario fijo, no podrán recibir nombramiento y quedarán sin efecto las actuaciones de quienes:;No acrediten que reúnen los requisitos y condiciones exigidos en la convocatoria, una vez superado el proceso selectivo.;No acrediten que reúnen los requisitos y condiciones exigidos en la convocatoria, con carácter previo a la superación del proceso selectivo.;No acrediten que reúnen los requisitos y condiciones exigidos en la convocatoria, una vez firmada la convocatoria.;Una vez superado el proceso selectivo, automáticamente se procede al nombramiento por el órgano competente.;A;A;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 20.2 Ley 55/2003: no podrán recibir nombramiento quienes, una vez superado el proceso selectivo, no acrediten los requisitos y condiciones exigidos en la convocatoria.
Común A2 / Técnico;5;tec-comun-t03_5;Conforme a la Ley 55/2003, de 16 de diciembre, del Estatuto Marco, señale cuál de las siguientes afirmaciones no es correcta:;La jubilación puede ser forzosa o voluntaria.;Para que la persona interesada pueda prolongar su permanencia en servicio activo hasta cumplir los 70 años, bastará con que lo solicite voluntariamente.;La jubilación forzosa se declarará al cumplir la persona interesada 65 años.;Podrá optar a la jubilación voluntaria, total o parcial, el personal estatutario que reúna los requisitos establecidos en la legislación de Seguridad Social.;C;C;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;"Art. 26 Ley 55/2003 y legislación aplicable: la prolongación del servicio activo más allá de la edad de jubilación no depende solo de la solicitud voluntaria; está sujeta a condiciones y a la valoración de la administración. La opción B es incorrecta al decir que ""bastará con que lo solicite""."
Común A2 / Técnico;8;tec-comun-t03_8;De acuerdo con la Ley 55/2003, de 16 de diciembre, del Estatuto Marco, señale la respuesta correcta respecto a las retribuciones del personal estatutario:;"Las retribuciones básicas son: el sueldo asignado a cada categoría en función del título exigido para su desempeño; los trienios; y las pagas extraordinarias.";Las retribuciones básicas serán iguales en todos los servicios de salud independientemente de la anualidad en la que se perciban.;El personal estatutario temporal percibirá la totalidad de las retribuciones que, en el correspondiente servicio de salud, correspondan a su nombramiento, con excepción del complemento de carrera.;El complemento de atención continuada está destinado a retribuir la iniciativa continuada y permanente de la persona titular del puesto.;A;?;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;"Art. 42.3 Ley 55/2003: el personal temporal percibirá todas las retribuciones de su nombramiento excepto el complemento de carrera, que corresponde al personal fijo por su desarrollo profesional.
[AUTO-AUDIT 2026-03-31]: Corrected based on Kaixo/Osasun consensus. Previous answer was incorrect."
Común A2 / Técnico;10;tec-comun-t04_10;A los efectos de la Ley 8/1997, de 26 de junio, de Ordenación Sanitaria de Euskadi, las plantillas de personal del ente público Osakidetza-Servicio Vasco de Salud:;Serán aprobadas por la Presidencia a propuesta del consejo de administración.;Se denomina así al número de efectivos de carácter estructural con que cuentan tanto su organización central de administración como las organizaciones de servicios dependientes de Osakidetza.;Deberán ajustarse al número máximo de efectivos, según grupos profesionales, que anualmente aprobará su consejo de administración a propuesta del Departamento de Sanidad.;Deberán ajustarse al número máximo de efectivos, según grupos de titulación, que anualmente aprobará el Departamento de Sanidad.;B;?;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 35 Ley 8/1997: las plantillas de personal de Osakidetza se ajustarán al número máximo de efectivos por grupos profesionales que anualmente aprobará el Consejo de Administración a propuesta del Departamento de Sanidad.
Común A2 / Técnico;12;tec-comun-t04_12;Señale cuál de los siguientes criterios no está contemplado en la Ley 8/1997, de 26 de junio, de Ordenación Sanitaria de Euskadi para la clasificación de las infracciones en leves, graves o muy graves:;La cuantía de la indemnización solicitada.;Los riesgos para la salud.;El grado de intencionalidad.;La gravedad de la alteración sanitaria y social producida.;D;D;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 48 Ley 8/1997: los criterios de graduación son: riesgo para la salud, grado de intencionalidad, gravedad de la alteración sanitaria y social. La cuantía de la indemnización solicitada no es un criterio de clasificación.
Común A2 / Técnico;21;tec-comun-t04_21;La persona titular de la Dirección General del ente público Osakidetza-Servicio Vasco de Salud:;No podrá asistir a las reuniones del Consejo de Administración del Ente.;Presidirá las reuniones del Consejo de Administración del Ente.;Asistirá a las reuniones del Consejo de Administración del Ente con voz y voto.;Asistirá a las reuniones del Consejo de Administración del Ente con voz y sin voto.;B;B;D;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 32 Ley 8/1997: la persona titular de la Dirección General asistirá a las reuniones del Consejo de Administración con voz pero sin voto.
Común A2 / Técnico;24;tec-comun-t04_24;Corresponde a cada organización de servicios sanitarios del ente público Osakidetza el ejercicio de todas las facultades de gestión y administración que se requieran, quedando excluidas únicamente:;Aquellas facultades de gestión centralizada que los estatutos sociales atribuyen expresamente a la organización central del Ente Público y las competencias propias de otras instancias de acuerdo con las Leyes y Reglamentos vigentes.;Aquellas facultades de gestión centralizada que los estatutos sociales atribuyen expresamente a la Presidencia del Ente Público y las competencias propias de otras instancias.;Aquellas facultades de gestión centralizada que los estatutos sociales atribuyen expresamente al Consejo de Administración del Ente Público y las competencias propias de otras instancias.;Ninguna de las anteriores.;B;B;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 33 Ley 8/1997: cada organización de servicios tiene todas las facultades de gestión salvo las que los estatutos atribuyen expresamente a la organización central del ente y las competencias de otras instancias según las leyes.
Común A2 / Técnico;29;tec-comun-t04_29;En materia específica de inversiones, la competencia para ejecutar las compras de suministros que se consideren centralizadas, así como definir y/o ejecutar, en su caso, las consideradas integradas corresponde a:;El Consejo de Administración del ente público Osakidetza.;La organización central de administración y gestión corporativa del ente público Osakidetza.;La organización de servicios del ente público Osakidetza.;A quien ostente la titularidad de la Dirección-Gerencia de cada organización de servicios sanitarios.;D;D;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Las compras centralizadas e integradas son competencia de la organización central de administración y gestión corporativa de Osakidetza.
Común A2 / Técnico;3;tec-comun-t04_3;Señale cuál de los siguientes principios no se enuncian entre los principios informadores del sistema sanitario de Euskadi en la Ley 8/1997, de 26 de junio, de ordenación Sanitaria de Euskadi:;Universalidad.;Solidaridad ciudadana.;Equidad.;Calidad de los servicios.;A;A;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;"Art. 4 Ley 8/1997: los principios informadores son universalidad, equidad, calidad, eficiencia, participación ciudadana, integración, entre otros. La ""solidaridad ciudadana"" no figura como principio específico en el listado del art. 4."
Común A2 / Técnico;30;tec-comun-t04_30;En el ámbito de una organización de servicios sanitarios del ente público Osakidetza, presidir los Consejos Técnicos de participación profesional y promover su eficaz funcionamiento es una tarea que corresponde a:;La Dirección General del Ente.;Quien ostente la titularidad de la Dirección-Gerencia del Ente.;La Dirección Médica del Ente.;Ninguna de las anteriores.;D;D;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;La Dirección-Gerencia de cada organización de servicios preside los Consejos Técnicos de participación profesional y promueve su eficaz funcionamiento.
Común A2 / Técnico;5;tec-comun-t04_5;La Ley 8/1997, de 26 de junio, de ordenación Sanitaria de Euskadi prevé la creación de sistemas de información necesarios para facilitar el ejercicio adecuado de los distintos niveles de responsabilidad en el sistema. A tal fin, los datos de carácter personal relativos a la salud podrán ser recabados y tratados siempre que se cumplan los siguientes requisitos:;Siempre debe constar el previo consentimiento de la persona afectada.;Si no consta el previo consentimiento de la persona afectada se requiere que la actuación se encuentre debidamente autorizada y se efectúe previo procedimiento de disociación que garantice el anonimato de la información.;Que conste el previo consentimiento de la persona afectada por escrito y que se garantice el anonimato de la información.;Basta con que la actuación se encuentre debidamente autorizada.;C;C;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 15 Ley 8/1997: los datos sanitarios pueden tratarse con consentimiento previo o, si no lo hay, si la actuación está debidamente autorizada y se efectúa previo procedimiento de disociación que garantice el anonimato.
Común A2 / Técnico;8;tec-comun-t04_8;El consejo de administración de Osakidetza-Servicio Vasco de Salud está integrado por:;La persona titular de la presidencia y por un número no superior a cinco miembros en representación de la Administración de la CAPV.;La persona titular de la presidencia y por un número no superior a tres miembros en representación de la Administración de la CAPV.;La persona titular de la presidencia y por cinco miembros en representación del Departamento competente en materia de sanidad.;La persona titular de la presidencia, la Consejería del Departamento competente en materia de sanidad y tres miembros en representación de la Administración de la CAPV.;A;?;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 30 Ley 8/1997: el Consejo de Administración está integrado por el Presidente/a y un número no superior a cinco miembros en representación de la Administración autonómica.
Común A2 / Técnico;10;tec-comun-t05_10;De acuerdo con el Decreto 100/2018 de las OSI de Osakidetza, ¿cuál de los siguientes NO es un órgano de dirección encargado del gobierno y gestión de las OSI de Tipo I y II?;La Dirección de Personas.;El Consejo Clínico Asistencial.;La Dirección de Atención Integrada.;La Dirección Económico-Financiera.;B;?;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;El Consejo Clínico Asistencial es un órgano de participación, no de dirección. Los órganos de dirección de las OSI Tipo I y II son las Direcciones (Médica, Atención Integrada, Enfermería, Personas, Económico-Financiera, Gestión).
Común A2 / Técnico;12;tec-comun-t05_12;Según los Artículos 7 y 9 del Decreto 100/2018 de las OSI de Osakidetza, ¿cuál es un requisito obligatorio para el nombramiento de los cargos de dirección de una OSI?;Haber pertenecido al Consejo Clínico Asistencial durante al menos dos años.;Superar un examen de oposición específico para gerencia sanitaria.;Previa convocatoria pública donde se acredite titulación, capacidad y experiencia profesional.;Tener la condición de personal estatutario fijo en la categoría de técnico/a superior.;D;D;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Arts. 7 y 9 Decreto 100/2018: los cargos de dirección de las OSI requieren previa convocatoria pública donde se acrediten titulación, capacidad y experiencia profesional.
Común A2 / Técnico;3;tec-comun-t05_3;Según el Artículo 1 del Decreto 100/2018 de las OSI del ente público Osakidetza, ¿bajo qué principio fundamental actuarán las OSI?;Principio de coordinación territorial y sectorial.;Principio de jerarquía funcional única.;Principio de autonomía económico-financiera y de gestión.;Principio de centralización de todos los recursos.;A;A;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;"Art. 1 Decreto 100/2018: las OSI actúan bajo el principio de autonomía económico-financiera y de gestión.
[AUTO-AUDIT 2026-03-31]: Corrected based on Kaixo/Osasun consensus. Previous answer was incorrect."
Común A2 / Técnico;5;tec-comun-t05_5;Según el Decreto 100/2018 de las OSI de Osakidetza, las OSI de Tipo I se caracterizan, entre otros aspectos, por tener hospitales de carácter universitario y, además, por disponer de:;Una base poblacional adscrita inferior a 300.000 habitantes.;Una Dirección de Gestión que asume todas las funciones asistenciales.;Unidades o servicios calificados de referencia para el conjunto del sistema sanitario vasco.;Ser organizaciones de servicios de carácter monográfico y de pequeño tamaño.;C;C;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 4 Decreto 100/2018: las OSI Tipo I tienen hospitales universitarios y disponen de unidades o servicios calificados de referencia para el conjunto del sistema sanitario vasco.
Común A2 / Técnico;5;tec-comun-t06_5;Según el Decreto 147/2015, de 21 de julio, las personas pacientes y usuarias del Sistema Sanitario de Euskadi, en relación con la asistencia sanitaria específica referida al final de la vida, tienen derecho a:;Al acompañamiento de familiares y personas allegadas en los procesos con hospitalización.;Al uso, con carácter general, de habitación individual.;Al acompañamiento espiritual.;Todas las respuestas anteriores son correctas.;C;C;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Decreto 147/2015: en el ámbito del final de la vida, los derechos incluyen acompañamiento de familiares y allegados, habitación individual con carácter general y acompañamiento espiritual. Todas correctas.
Común A2 / Técnico;8;tec-comun-t06_8;Según el Decreto 147/2015, de 21 de julio, las reclamaciones contra actuaciones del personal:;Se resolverán atendiendo a las normas disciplinarias específicas previa apertura, en su caso, del expediente informativo correspondiente, sin perjuicio de las responsabilidades que de los hechos pudieran derivarse.;Se resolverán atendiendo a las normas disciplinarias generales previa apertura, en su caso, del expediente informativo correspondiente, sin perjuicio de las responsabilidades que de los hechos pudieran derivarse.;Se resolverán atendiendo a las normas disciplinarias específicas previa apertura, en su caso, del expediente informativo y de expediente de mediación, sin perjuicio de las responsabilidades que de los hechos pudieran derivarse.;Se resolverán atendiendo a las normas disciplinarias generales previa apertura, en su caso, del expediente informativo y de expediente de mediación, sin perjuicio de las responsabilidades que de los hechos pudieran derivarse.;A;?;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Decreto 147/2015: las reclamaciones contra el personal se resuelven conforme a las normas disciplinarias específicas (no generales), con expediente informativo previo cuando corresponda.
Común A2 / Técnico;3;tec-comun-t08_3;Según dispone la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente, la información asistencial contiene, como mínimo:;La finalidad y la naturaleza de cada intervención.;La finalidad y la naturaleza de cada intervención y sus riesgos.;La finalidad y la naturaleza de cada intervención, sus riesgos y sus consecuencias.;La finalidad y la naturaleza de cada intervención, sus riesgos, sus consecuencias y los derechos de las personas pacientes.;A;A;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 20 Ley 41/2002: La unidad de admisión y documentación clínica de cada centro tendrá encomendada la custodia y la gestión de la historia clínica. La C es correcta al atribuir esta función a dicha unidad. Respuesta C.
Común A2 / Técnico;3;tec-comun-t09_3;Según la Ley 7/2002, de 12 de diciembre, de las voluntades anticipadas, si el nombramiento de representante en el documento de instrucciones previas ha recaído en favor de la persona cónyuge o pareja de hecho de la persona otorgante:;Se extingue a partir, bien de la interposición de la demanda de nulidad, separación matrimonial o divorcio, bien de la extinción formalizada de la pareja de hecho o unión libre. Para el mantenimiento de la designación será necesario, en caso de nulidad, separación matrimonial o divorcio, que conste expresamente en la resolución judicial dictada al efecto.;Se extingue a partir bien de la nulidad, separación matrimonial o divorcio, bien de la extinción formalizada de la pareja de hecho o unión libre. Para el mantenimiento será necesario que conste en la resolución judicial.;Se extingue a partir, bien de la interposición de la demanda de nulidad, separación matrimonial o divorcio, bien de la extinción formalizada de la pareja de hecho. Para el mantenimiento será necesario que conste en el documento de instrucciones previas.;Se extingue bien a partir de la nulidad, separación matrimonial o divorcio, bien de la extinción formalizada de la pareja de hecho. Para el mantenimiento será necesario que conste en el documento de instrucciones previas.;A;A;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;"Art. 3 bis Ley 7/2002: el nombramiento de representante en favor de cónyuge o pareja de hecho se extingue desde la interposición de la demanda (no desde la sentencia) de nulidad/separación/divorcio, o desde la extinción formalizada de la pareja. Para mantenerlo hay que hacerlo constar en resolución judicial.
[AUTO-AUDIT 2026-03-31]: Corrected based on Kaixo/Osasun consensus. Previous answer was incorrect."
Común A2 / Técnico;5;tec-comun-t09_5;Según dispone la Ley 7/2002, de 12 de diciembre, de las voluntades anticipadas, el documento de voluntades anticipadas:;"Se formaliza ante notaría; ante funcionaria/o encargada/o del Registro Vasco de Voluntades Anticipadas; o ante dos testigos.";"Se formaliza ante notaría; ante funcionaria/o encargada/o del Registro Vasco de Voluntades Anticipadas; o ante tres testigos.";"Se formaliza ante notaría; ante funcionaria/o encargada/o del Registro Vasco de Voluntades Anticipadas o del servicio de documentación de un centro sanitario de la CAPV; o ante dos testigos.";"Se formaliza ante notaría; ante funcionaria/o encargada/o del Registro Vasco de Voluntades Anticipadas o del servicio de documentación de un centro sanitario de la CAPV; o ante tres testigos.";C;C;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 3 Ley 7/2002: El DVA puede ser revocado en cualquier momento sin necesidad de respetar ninguna formalidad especial, basta con manifestar la voluntad de forma fehaciente. La última voluntad expresada prevalece sobre la anterior. Respuesta D.
Común A2 / Técnico;5;tec-comun-t10_5;La Ley Orgánica 3/2018, de 5 de diciembre, de Protección de Datos Personales, establece que el tratamiento de datos de naturaleza penal podrá llevarse a cabo:;Solo por profesionales de la abogacía y cuando tengan por objeto recoger la información facilitada por quienes les contraten.;Por profesionales de la abogacía y de la procura, cuando tengan por objeto recoger la información facilitada por quienes les contraten.;En los casos previstos por la propia Ley Orgánica 3/2018 y en otras normas de rango reglamentario.;Exclusivamente en los supuestos amparados en una norma de Derecho de la Unión y en la propia Ley Orgánica 2/2018.;C;C;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 10 LO 3/2018: el tratamiento de datos penales también puede llevarse a cabo por abogados Y procuradores cuando recojan información facilitada por quienes les contraten para el ejercicio de sus funciones. No solo abogados.
Común A2 / Técnico;8;tec-comun-t10_8;Respecto a los sistemas de información de denuncias internas que contempla la Ley Orgánica 3/2018, de 5 de diciembre, de Protección de Datos Personales, es correcta la siguiente afirmación:;En todo caso, transcurridos tres meses desde la introducción de los datos, deberá procederse a su supresión del sistema de denuncias, salvo que la finalidad de la conservación sea dejar evidencia del funcionamiento del modelo de prevención de la comisión de delitos.;En todo caso, transcurridos seis meses desde la introducción de los datos, deberá procederse a su supresión del sistema de denuncias, salvo que la finalidad de la conservación sea dejar evidencia del funcionamiento del modelo de prevención de la comisión de delitos.;En todo caso, y sin excepción, transcurridos seis meses desde la introducción de los datos, deberá procederse a su supresión del sistema de denuncias.;La Ley no prevé plazo temporal alguno para la supresión de los datos del sistema de denuncias.;A;?;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 24 LO 3/2018: Los sistemas de denuncias internas deben garantizar la confidencialidad del denunciante. Los datos conservados sólo podrán ser accedidos por quienes sean indispensables para resolver la denuncia. La B recoge correctamente los requisitos de confidencialidad. Respuesta B.
Común A2 / Técnico;3;tec-comun-t11_3;Según el Decreto Legislativo 1/2023, de 16 de marzo, ¿cuál de estos es un principio general de actuación de los poderes públicos vascos incorporado en la nueva redacción del artículo 3?;El principio de jerarquía administrativa.;La integración de la perspectiva interseccional.;El principio de celeridad procesal.;La centralización de recursos de acogida.;A;A;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 3 DL 1/2023: la nueva redacción incorpora como principio general de actuación de los poderes públicos vascos la integración de la perspectiva interseccional en las políticas de igualdad.
Común A2 / Técnico;5;tec-comun-t11_5;Según el Decreto Legislativo 1/2023, de 16 de marzo, ¿qué planes específicos deben someterse ahora, obligatoriamente, a una evaluación previa de impacto en función del género?;Solo los planes de formación interna.;Los planes territoriales y urbanísticos.;Los planes de marketing de empresas públicas.;Ningún plan, solo los proyectos de ley.;C;C;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;DL 1/2023: entre los planes que deben someterse a evaluación previa de impacto de género se encuentran los planes territoriales y urbanísticos, incorporados en la nueva redacción.
Común A2 / Técnico;10;tec-comun-t12_10;En la lucha contra las desigualdades, ¿qué tipo de soluciones habitacionales promueve el Plan de Salud Euskadi 2030 para las diferentes etapas de la vida?;Construcción de viviendas de protección oficial exclusivamente rurales.;Soluciones habitacionales asequibles, accesibles y adaptadas al ciclo vital.;Ayudas directas al alquiler únicamente para personas menores de 30 años.;Fomento de grandes centros residenciales para todas las personas con enfermedades crónicas.;B;?;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Plan de Salud Euskadi 2030: se promueven soluciones habitacionales asequibles, accesibles y adaptadas al ciclo vital como determinante social de la salud.
Común A2 / Técnico;12;tec-comun-t12_12;"El Plan de Salud Euskadi 2030 busca lograr ""comunidades amigables"" para las personas mayores. ¿Cuál es la finalidad última de esta estrategia?";Segregar los espacios públicos por franjas de edad.;Adaptar el entorno físico y social para fomentar un envejecimiento activo y con sentido.;Aumentar el número de plazas en residencias geriátricas de alta especialización.;Limitar el acceso de vehículos a las zonas cercanas a los centros de salud.;D;D;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;"Plan de Salud Euskadi 2030: las ""comunidades amigables"" tienen como finalidad adaptar el entorno físico y social para fomentar el envejecimiento activo y con sentido."
Común A2 / Técnico;3;tec-comun-t12_3;¿Cuál de los siguientes NO es un principio rector en los que se apoya el Plan de Salud Euskadi 2030?;La necesaria coordinación y colaboración interinstitucional, entre agentes y en todos los niveles.;"Enfoque de Salud en Todas las Políticas y ""Una Sola Salud"" (One Health).";La autosuficiencia presupuestaria del Sistema Sanitario Público.;Contribución al Desarrollo Sostenible.;A;A;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;"Plan de Salud Euskadi 2030: los principios rectores incluyen coordinación interinstitucional (a), Salud en Todas las Políticas (b) y contribución al desarrollo sostenible (d). La ""autosuficiencia presupuestaria"" no es un principio rector del plan."
Común A2 / Técnico;5;tec-comun-t12_5;"El Objetivo General 4 (OG4) del Plan de Salud Euskadi 2030 se define como ""lograr la sostenibilidad y excelencia en los sistemas asistenciales sanitarios y sociosanitarios de Euskadi"", ¿en términos de qué tres conceptos clave?";Eficiencia, accesibilidad e innovación.;Calidad, humanización y seguridad.;Equidad, intersectorialidad y coordinación.;Investigación, formación y evaluación.;C;C;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Plan de Salud Euskadi 2030 OG4: la sostenibilidad y excelencia en los sistemas asistenciales se define en términos de calidad, humanización y seguridad.
Común A2 / Técnico;12;tec-comun-t13_12;En relacion con la Linea Estrategica 06 sobre Cronicidad del Pacto Vasco de Salud, que objetivo se persigue primordialmente?;Institucionalizar a todas las personas con enfermedades cronicas en centros especializados.;Reforzar la autonomia y corresponsabilidad de las personas con enfermedades cronicas.;Sustituir las consultas medicas presenciales por seguimiento telefonico automatico.;Reducir la cobertura de medicamentos para patologias de larga duracion.;D;D;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;La Linea Estrategica sobre Cronicidad busca reforzar la autonomia y corresponsabilidad de las personas con enfermedades cronicas, fomentando el autocuidado y la atencion integrada.
Común A2 / Técnico;3;tec-comun-t13_3;Cual es uno de los principales desafios identificados en el Diagnostico del Pacto Vasco de Salud de Euskadi respecto a la formacion y relevo del personal sanitario?;La excesiva oferta de plazas MIR en todas las especialidades medicas.;La falta de interes de las nuevas generaciones por las profesiones biosanitarias.;La necesidad de planificar el relevo ante la jubilacion de cohortes numerosas de profesionales.;La prohibicion de la formacion continua dentro del horario laboral.;A;A;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;El Diagnostico identifica como reto clave la planificacion del relevo generacional ante la proxima jubilacion de grandes cohortes de profesionales sanitarios.
