Categoría;Nº;ID;Pregunta;OpciónA;OpciónB;OpciónC;OpciónD;RespuestaApp;RespuestaUGT;RespuestaKaixo;RespuestaOsasun;Trío(A=K=O);Estado;Acción;Explicación_app
Común A2 / Técnico;93;tec-comun-t08_5;Según dispone la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente, la persona titular del derecho a la información asistencial es:;La persona paciente. También serán informadas las personas vinculadas a ella, por razones familiares o de hecho, en la medida que la persona paciente lo permita de manera expresa o tácita.;La persona paciente. También serán informadas las personas vinculadas a ella, por razones familiares o de hecho, en la medida que la persona paciente lo permita de manera expresa.;La persona paciente. También serán informadas las personas vinculadas a ella, por razones familiares o de hecho, en la medida que la persona paciente lo permita por escrito.;La persona paciente. También serán informadas las personas vinculadas a ella, por razones familiares o de hecho.;C;A;A;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 20 Ley 41/2002: La unidad de admisión y documentación clínica de cada centro tendrá encomendada la custodia y la gestión de la historia clínica. La C es correcta al atribuir esta función a dicha unidad. Respuesta C.
Común A2 / Técnico;94;tec-comun-t08_6;Según dispone la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente, cuando existe riesgo inmediato grave para la integridad física o psíquica de la persona enferma y no es posible conseguir su autorización:;El personal facultativo podrá llevar a cabo las intervenciones clínicas indispensables en favor de la salud de la persona paciente, con el consentimiento de sus familiares.;El personal facultativo podrá llevar a cabo las intervenciones clínicas indispensables en favor de la salud de la persona paciente, con el consentimiento de quien ostente la representación legal.;El personal facultativo podrá llevar a cabo las intervenciones clínicas indispensables en favor de la salud de la persona paciente, con autorización judicial.;El personal facultativo podrá llevar a cabo las intervenciones clínicas indispensables en favor de la salud de la persona paciente, sin necesidad de contar con su consentimiento.;C;D;D;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 9.2.b) Ley 41/2002: ante riesgo inmediato grave y sin posibilidad de obtener autorización, el facultativo puede intervenir sin consentimiento. La urgencia vital no requiere esperar familiares, representante legal ni autorización judicial.
Común A2 / Técnico;95;tec-comun-t08_7;Según dispone la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente, el personal facultativo proporcionará a la persona paciente, antes de recabar su consentimiento escrito, la información básica siguiente:;Todos los riesgos en condiciones normales, conforme a la experiencia y al estado de la ciencia o directamente relacionados con el tipo de intervención.;Todos los riesgos, siempre que sean graves, en condiciones normales, conforme a la experiencia y al estado de la ciencia o directamente relacionados con el tipo de intervención.;Todos los riesgos probables en condiciones normales, conforme a la experiencia y al estado de la ciencia o directamente relacionados con el tipo de intervención.;Todos los riesgos, siempre que sean probables y graves, en condiciones normales.;B;C;D;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 10.1.b) Ley 41/2002: la información previa al consentimiento escrito incluye los riesgos probables en condiciones normales, conforme a la experiencia y al estado de la ciencia.
Común A2 / Técnico;96;tec-comun-t08_8;Según dispone la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente, en caso de que la persona paciente no acepte el alta:;El personal facultativo, previa comprobación del informe clínico, oirá a la persona paciente y, si persiste en su negativa, lo pondrá en conocimiento de la dirección del centro para que confirme o revoque la decisión.;El personal facultativo, previa comprobación del informe clínico, oirá a la persona paciente y, si persiste en su negativa, lo pondrá en conocimiento de la autoridad judicial para que confirme o revoque la decisión.;La dirección del centro, previa comprobación del informe clínico, oirá a la persona paciente y, si persiste en su negativa, lo pondrá en conocimiento de la autoridad judicial para que confirme o revoque la decisión.;La dirección del centro, previa comprobación del informe clínico, oirá a la persona paciente y, si persiste en su negativa, lo pondrá en conocimiento de la autoridad administrativa competente.;D;C;A;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 21.2 Ley 41/2002: si el paciente no acepta el alta, la dirección del centro (no el facultativo), previa comprobación del informe clínico, le oirá y si persiste lo comunicará a la autoridad judicial.
Común A2 / Técnico;97;tec-comun-t09_1;Según dispone la Ley 7/2002, de 12 de diciembre, de las voluntades anticipadas en el ámbito de la sanidad, la expresión de los objetivos vitales y valores personales tiene como fin:;Conocer la voluntad de la persona paciente en relación con la administración de sedación.;Conocer la voluntad de la persona paciente en relación con la finalización de tratamientos de soporte vital.;Ayudar a interpretar las instrucciones y servir de orientación para la toma de decisiones clínicas.;Documentar la actuación del personal profesional sanitario a efectos de responsabilidad legal.;D;C;C;A;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 3 Ley 7/2002: El DVA puede ser revocado en cualquier momento sin necesidad de respetar ninguna formalidad especial, basta con manifestar la voluntad de forma fehaciente. La última voluntad expresada prevalece sobre la anterior. Respuesta D.
Común A2 / Técnico;98;tec-comun-t09_2;Según dispone la Ley 7/2002, de 12 de diciembre, de las voluntades anticipadas, en el documento de voluntades anticipadas:;Se podrá designar una o varias personas representantes para que sean las interlocutoras válidas del personal facultativo o del equipo sanitario.;Se podrá designar exclusivamente una persona representante para que sea la interlocutora válida del personal facultativo o del equipo sanitario.;Se podrá designar una o varias personas representantes si la persona paciente es menor de edad.;Se podrá designar una o varias personas representantes si la persona paciente está incapacitada judicialmente.;B;A;A;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 3 Ley 7/2002: El DVA puede ser revocado en cualquier momento sin necesidad de respetar ninguna formalidad especial, basta con manifestar la voluntad de forma fehaciente. La última voluntad expresada prevalece sobre la anterior. Respuesta D.
Común A2 / Técnico;99;tec-comun-t09_3;Según la Ley 7/2002, de 12 de diciembre, de las voluntades anticipadas, si el nombramiento de representante en el documento de instrucciones previas ha recaído en favor de la persona cónyuge o pareja de hecho de la persona otorgante:;Se extingue a partir, bien de la interposición de la demanda de nulidad, separación matrimonial o divorcio, bien de la extinción formalizada de la pareja de hecho o unión libre. Para el mantenimiento de la designación será necesario, en caso de nulidad, separación matrimonial o divorcio, que conste expresamente en la resolución judicial dictada al efecto.;Se extingue a partir bien de la nulidad, separación matrimonial o divorcio, bien de la extinción formalizada de la pareja de hecho o unión libre. Para el mantenimiento será necesario que conste en la resolución judicial.;Se extingue a partir, bien de la interposición de la demanda de nulidad, separación matrimonial o divorcio, bien de la extinción formalizada de la pareja de hecho. Para el mantenimiento será necesario que conste en el documento de instrucciones previas.;Se extingue bien a partir de la nulidad, separación matrimonial o divorcio, bien de la extinción formalizada de la pareja de hecho. Para el mantenimiento será necesario que conste en el documento de instrucciones previas.;D;A;D;D;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;"Art. 3 bis Ley 7/2002: el nombramiento de representante en favor de cónyuge o pareja de hecho se extingue desde la interposición de la demanda (no desde la sentencia) de nulidad/separación/divorcio, o desde la extinción formalizada de la pareja. Para mantenerlo hay que hacerlo constar en resolución judicial.
[AUTO-AUDIT 2026-03-31]: Corrected based on Kaixo/Osasun consensus. Previous answer was incorrect."
Común A2 / Técnico;101;tec-comun-t09_5;Según dispone la Ley 7/2002, de 12 de diciembre, de las voluntades anticipadas, el documento de voluntades anticipadas:;"Se formaliza ante notaría; ante funcionaria/o encargada/o del Registro Vasco de Voluntades Anticipadas; o ante dos testigos.";"Se formaliza ante notaría; ante funcionaria/o encargada/o del Registro Vasco de Voluntades Anticipadas; o ante tres testigos.";"Se formaliza ante notaría; ante funcionaria/o encargada/o del Registro Vasco de Voluntades Anticipadas o del servicio de documentación de un centro sanitario de la CAPV; o ante dos testigos.";"Se formaliza ante notaría; ante funcionaria/o encargada/o del Registro Vasco de Voluntades Anticipadas o del servicio de documentación de un centro sanitario de la CAPV; o ante tres testigos.";C;B;C;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 3 Ley 7/2002: El DVA puede ser revocado en cualquier momento sin necesidad de respetar ninguna formalidad especial, basta con manifestar la voluntad de forma fehaciente. La última voluntad expresada prevalece sobre la anterior. Respuesta D.
Común A2 / Técnico;102;tec-comun-t09_6;Según dispone la Ley 7/2002, de 12 de diciembre, de las voluntades anticipadas, el documento de voluntades anticipadas puede ser modificado, sustituido por otro o revocado en cualquier momento por la persona otorgante:;Siempre que conserve la capacidad o actúe con la asistencia de su representante legal y actúe libremente.;Siempre que conserve la capacidad o exista autorización judicial.;Siempre que actúe libremente.;Siempre que conserve la capacidad y actúe libremente.;C;D;D;A;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 4.2 Ley 7/2002: el documento de VA puede modificarse, sustituirse o revocarse siempre que la persona conserve la capacidad Y actúe libremente. Ambas condiciones son necesarias simultáneamente.
Común A2 / Técnico;105;tec-comun-t10_1;Según dispone la Ley Orgánica 3/2018, de 5 de diciembre, de Protección de Datos Personales y garantía de los derechos digitales, podrán tener acceso a los datos personales de las personas fallecidas:;Las personas vinculadas a la persona fallecida por razones familiares o de hecho así como quienes ostenten la condición de herederas, en todo caso.;Solo las personas vinculadas a la persona fallecida por razones familiares siempre que lo hubiera autorizado expresamente la persona fallecida.;Las personas vinculadas a la persona fallecida por razones familiares o de hecho así como quienes ostenten la condición de herederas, salvo que la persona fallecida lo hubiese prohibido expresamente.;En caso de que la persona fallecida fuera menor de edad, el acceso podrá ejercerse también por sus representantes legales o por el Ministerio Fiscal que siempre actuará de oficio.;D;C;C;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 3 LO 3/2018: pueden acceder a datos de personas fallecidas sus herederas y personas vinculadas por razones familiares o de hecho, salvo que la persona fallecida lo hubiese prohibido expresamente o la ley lo establezca de otra forma.
Común A2 / Técnico;107;tec-comun-t10_3;Con relación al tratamiento de los datos personales de una persona menor de edad, señale la respuesta correcta:;Únicamente podrá fundarse en su consentimiento cuando sea mayor de dieciséis años.;La Ley Orgánica 3/2018 no prevé que las personas menores de edad puedan dar su consentimiento válidamente a estos efectos.;Únicamente podrá fundarse en su consentimiento cuando sea mayor de catorce años.;El tratamiento de los datos de las personas menores de dieciséis años, fundado en el consentimiento, solo será lícito si consta el consentimiento de quienes ejercen la patria potestad o tutela, con el alcance que dichas personas determinen.;A;C;C;D;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 7 LO 3/2018: El tratamiento de datos personales de menores requiere el consentimiento de sus padres o tutores cuando el menor sea menor de 14 años. Los mayores de 14 años pueden consentir por sí mismos. La A recoge correctamente este umbral de 14 años. Respuesta A.
Común A2 / Técnico;108;tec-comun-t10_4;La Ley Orgánica 3/2018, de 5 de diciembre, de Protección de Datos Personales, en su artículo 9 considera categorías especiales de datos aquellos que permitan, respecto a la persona afectada, identificar:;Su ideología y afiliación sindical.;Su religión y orientación sexual.;Sus creencias u origen racial o étnico.;Todas las respuestas son correctas.;A;D;D;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 9 LO 3/2018 y art. 9 RGPD: son categorías especiales los datos que revelen ideología, afiliación sindical, religión, creencias, origen racial o étnico, salud, vida sexual u orientación sexual. Las tres opciones son correctas.
Común A2 / Técnico;110;tec-comun-t10_6;Respecto al derecho de rectificación que regula la Ley Orgánica 3/2018, de 5 de diciembre, de Protección de Datos Personales, señale la respuesta correcta:;La persona afectada deberá indicar en su solicitud a qué datos se refiere y deberá acompañar, en todo caso, la documentación justificativa de la inexactitud de los datos.;La persona afectada deberá indicar en su solicitud a qué datos se refiere y la corrección que haya de realizarse, y cuando sea preciso, deberá acompañar la documentación justificativa de la inexactitud o carácter incompleto de los datos.;La persona afectada deberá indicar en su solicitud solo la corrección que haya de realizarse y debe siempre acompañar la documentación justificativa de la inexactitud de los datos.;No es necesario que la persona afectada indique expresamente en su solicitud qué datos deben rectificarse.;C;B;B;D;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 16 LO 3/2018: la persona afectada debe indicar en su solicitud a qué datos se refiere y la corrección necesaria, y cuando sea preciso acompañar documentación justificativa. No siempre es obligatoria la documentación.
Común A2 / Técnico;111;tec-comun-t10_7;Con relación al tratamiento de datos con fines de videovigilancia, señale la respuesta correcta:;Solo las personas físicas podrán llevar a cabo el tratamiento de imágenes a través de sistemas de cámaras o videocámaras con la finalidad de preservar la seguridad de las personas y bienes.;Los datos serán suprimidos, en todo caso, en el plazo máximo de un mes desde su captación.;Los datos serán suprimidos en el plazo máximo de un mes desde su captación, salvo cuando hubieran de ser conservados para acreditar la comisión de actos que atenten contra la integridad de personas, bienes o instalaciones.;En el caso de que los datos hubieran de ser conservados más allá de un mes, deberán ser puestas a disposición de la autoridad competente en un plazo máximo de cuarenta y ocho horas desde que se tuviera conocimiento de la existencia de la grabación.;B;C;C;A;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 7 LO 3/2018: El tratamiento de datos personales de menores requiere el consentimiento de sus padres o tutores cuando el menor sea menor de 14 años. Los mayores de 14 años pueden consentir por sí mismos. La A recoge correctamente este umbral de 14 años. Respuesta A.
Común A2 / Técnico;112;tec-comun-t10_8;Respecto a los sistemas de información de denuncias internas que contempla la Ley Orgánica 3/2018, de 5 de diciembre, de Protección de Datos Personales, es correcta la siguiente afirmación:;En todo caso, transcurridos tres meses desde la introducción de los datos, deberá procederse a su supresión del sistema de denuncias, salvo que la finalidad de la conservación sea dejar evidencia del funcionamiento del modelo de prevención de la comisión de delitos.;En todo caso, transcurridos seis meses desde la introducción de los datos, deberá procederse a su supresión del sistema de denuncias, salvo que la finalidad de la conservación sea dejar evidencia del funcionamiento del modelo de prevención de la comisión de delitos.;En todo caso, y sin excepción, transcurridos seis meses desde la introducción de los datos, deberá procederse a su supresión del sistema de denuncias.;La Ley no prevé plazo temporal alguno para la supresión de los datos del sistema de denuncias.;A;D;A;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 24 LO 3/2018: Los sistemas de denuncias internas deben garantizar la confidencialidad del denunciante. Los datos conservados sólo podrán ser accedidos por quienes sean indispensables para resolver la denuncia. La B recoge correctamente los requisitos de confidencialidad. Respuesta B.
Común A2 / Técnico;113;tec-comun-t11_1;El artículo 1 del Decreto Legislativo 1/2023, de 16 de marzo, por el que se aprueba el texto refundido de la Ley para la Igualdad de Mujeres y Hombres y Vidas Libres de Violencia Machista contra las Mujeres, añade un concepto específico al objeto de la ley que refuerza el fin último de la norma, ¿cuál es?;La igualdad de oportunidades.;El empoderamiento de las mujeres.;Lograr una sociedad libre de violencia machista.;La eliminación de roles tradicionales.;D;C;C;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 1 DL 1/2023: el texto refundido añade al objeto de la ley la finalidad de lograr una sociedad libre de violencia machista contra las mujeres, reforzando el fin último de la norma.
Común A2 / Técnico;114;tec-comun-t11_2;Según el artículo 2 del Decreto Legislativo 1/2023, de 16 de marzo, ¿a qué entidades privadas les es exigible el cumplimiento de los principios generales de esta ley durante su relación con la administración?;Solo a las que tengan una plantilla superior a 250 personas.;A todas las empresas con sede en Euskadi.;A las que suscriban contratos o convenios, estén participadas por poderes públicos o sean beneficiarias de ayudas.;Ninguna entidad privada está sujeta a los principios de la ley.;B;C;C;?;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 2 DL 1/2023: los principios generales son exigibles a entidades privadas que suscriban contratos o convenios con la Administración, estén participadas por poderes públicos o sean beneficiarias de ayudas públicas.
Común A2 / Técnico;115;tec-comun-t11_3;Según el Decreto Legislativo 1/2023, de 16 de marzo, ¿cuál de estos es un principio general de actuación de los poderes públicos vascos incorporado en la nueva redacción del artículo 3?;El principio de jerarquía administrativa.;La integración de la perspectiva interseccional.;El principio de celeridad procesal.;La centralización de recursos de acogida.;A;B;B;?;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 3 DL 1/2023: la nueva redacción incorpora como principio general de actuación de los poderes públicos vascos la integración de la perspectiva interseccional en las políticas de igualdad.
Común A2 / Técnico;116;tec-comun-t11_4;Según el Decreto Legislativo 1/2023, de 16 de marzo, respecto al principio de representación equilibrada, ¿en qué caso se permite excepcionalmente una presencia de mujeres superior al 60%?;En ningún caso.;Solo si no hay hombres capacitados en el sector.;Cuando sea acorde al objetivo de corregir la histórica situación de infrarrepresentación de las mujeres.;Si el órgano tiene menos de cuatro integrantes.;A;C;C;?;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;DL 1/2023: excepcionalmente puede superarse el 60% de presencia femenina cuando sea acorde al objetivo de corregir la histórica situación de infrarrepresentación de las mujeres.
Común A2 / Técnico;117;tec-comun-t11_5;Según el Decreto Legislativo 1/2023, de 16 de marzo, ¿qué planes específicos deben someterse ahora, obligatoriamente, a una evaluación previa de impacto en función del género?;Solo los planes de formación interna.;Los planes territoriales y urbanísticos.;Los planes de marketing de empresas públicas.;Ningún plan, solo los proyectos de ley.;C;B;B;?;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;DL 1/2023: entre los planes que deben someterse a evaluación previa de impacto de género se encuentran los planes territoriales y urbanísticos, incorporados en la nueva redacción.
Común A2 / Técnico;118;tec-comun-t11_6;Según el Decreto Legislativo 1/2023, de 16 de marzo, ¿qué requisito nuevo deben cumplir las empresas de más de 50 personas trabajadoras para poder recibir subvenciones públicas?;Tener paridad total en su directiva.;Acreditar haber establecido medidas para prevenir y combatir el acoso sexual y las violencias sexuales.;Tener un departamento exclusivo de igualdad.;Estar inscritas en un registro internacional de igualdad.;C;B;B;?;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;DL 1/2023: las empresas de más de 50 personas trabajadoras deben acreditar haber establecido medidas para prevenir y combatir el acoso sexual y las violencias sexuales para poder recibir subvenciones públicas.
Común A2 / Técnico;121;tec-comun-t12_1;¿Cuántos Objetivos Generales, clasificados como finalistas e instrumentales, se definen en la estructura del Plan de Salud Euskadi 2030?;Cinco Objetivos Generales.;Seis Objetivos Generales.;Siete Objetivos Generales.;Ocho Objetivos Generales.;D;C;C;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Plan de Salud Euskadi 2030: se definen siete Objetivos Generales, clasificados en finalistas (OG1-OG3) e instrumentales (OG4-OG7).
Común A2 / Técnico;124;tec-comun-t12_4;El Objetivo General 1 (OG1) del Plan de Salud Euskadi 2030 se enfoca en:;Promover la salud de las mujeres y la salud reproductiva en la edad adulta.;Lograr que niñas, niños y adolescentes nazcan, crezcan y se desarrollen con todo su potencial de salud.;Mejorar la salud mental y reducir la morbimortalidad asociada a trastornos mentales.;La prevención y el control de las enfermedades no transmisibles (ENT).;A;B;B;D;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Plan de Salud Euskadi 2030: El OG1 se centra en 'Mejorar la salud y el bienestar de la población de Euskadi', con especial énfasis en la reducción de las desigualdades en salud. La B recoge correctamente este objetivo general. Respuesta B.
Común A2 / Técnico;126;tec-comun-t12_6;¿A qué hace referencia el acrónimo AVAD en el Plan de Salud Euskadi 2030?;Áreas de Valoración de la Atención al Dependiente.;Años de Vida Activa Desaprovechados.;Atención Vasca a la Adicción a Drogas.;Años de Vida sana perdidos Ajustados por Discapacidad.;C;D;D;A;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Plan de Salud Euskadi 2030: AVAD = Años de Vida sana perdidos Ajustados por Discapacidad (equivalente al inglés DALY: Disability-Adjusted Life Years).
Común A2 / Técnico;129;tec-comun-t12_9;Según el modelo de evaluación del Plan de Salud Euskadi 2030, ¿cuáles son los cuatro criterios fundamentales para determinar el éxito de las intervenciones?;Impacto, cobertura, equidad y transparencia.;Relevancia, efectividad, eficiencia y sostenibilidad.;Rentabilidad, participación, innovación y prestigio.;Calidad, calidez, rapidez y ahorro presupuestario.;C;B;B;D;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Plan de Salud Euskadi 2030: El modelo de evaluación se basa en cuatro criterios: eficacia, efectividad, eficiencia y equidad. La B recoge correctamente estos cuatro criterios. Respuesta B.
Común A2 / Técnico;139;tec-comun-t13_4;Sobre el impacto del cambio global y climatico, el Diagnostico del Pacto Vasco de Salud de Euskadi advierte de la aparicion de:;Patologias ligadas exclusivamente al consumo de alimentos ultraprocesados.;Nuevos vectores y virus anteriormente inexistentes en nuestro entorno, como el virus del Nilo.;Una disminucion natural de las enfermedades respiratorias debido al aumento de temperaturas.;La erradicacion total de las enfermedades infecciosas estacionales.;A;B;D;A;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;El Diagnostico advierte que el cambio climatico favorece la aparicion de nuevos vectores y patogenos, como el virus del Nilo Occidental, antes inexistentes en el entorno vasco.
Común A2 / Técnico;140;tec-comun-t13_5;El Diagnostico del Pacto Vasco de Salud de Euskadi propone que los indicadores sanitarios para evaluar el sistema deben:;Basarse exclusivamente en mediciones de actividad (numero de consultas y cirugias).;Ser confidenciales y accesibles unicamente para la alta direccion del Departamento de Salud.;Ignorar la perspectiva de genero para simplificar la toma de datos estadisticos.;Reflejar resultados en salud y sostenibilidad, y no solo volumen de actividad.;C;D;B;D;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;El Diagnostico propone orientar los indicadores hacia resultados en salud y sostenibilidad del sistema, superando la vision centrada unicamente en volumen de actividad asistencial.
Común A2 / Técnico;144;tec-comun-t13_9;En el marco del Pacto Vasco de Salud, la Orientacion al Valor significa que el sistema debe priorizar:;Las intervenciones que generen los mejores resultados relevantes para la persona al menor coste posible.;El valor de mercado de las acciones de las empresas proveedoras de tecnologia.;El incremento constante de las infraestructuras fisicas sobre la inversion en personal.;La compra masiva de medicamentos de marca sobre los genericos.;C;A;A;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;La Orientacion al Valor como principio rector significa priorizar las intervenciones que aporten los mejores resultados en salud relevantes para la persona al menor coste posible.
Común A2 / Técnico;146;tec-comun-t13_11;Cual es el papel de la Atencion Primaria y Comunitaria dentro de las Lineas Estrategicas del Pacto Vasco de Salud?;Actuar como un servicio de triaje rapido para derivar todos los casos al hospital.;Ser un servicio opcional para quienes no dispongan de seguro privado.;Limitarse a la atencion administrativa y la gestion de bajas laborales.;Ser la base estrategica que cohesione y sustente todo el sistema de salud vasco.;B;D;D;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;El Pacto Vasco posiciona la Atencion Primaria y Comunitaria como la base estrategica que cohesiona y sustenta el conjunto del sistema sanitario vasco.
Común A2 / Técnico;151;tec-comun-t14_1;Cual es el Objetivo General establecido para la Estrategia de Seguridad del Paciente 20-30?;Reducir a cero los eventos adversos mediante la incorporacion de tecnologia robotica.;Mejorar la calidad asistencial del sistema sanitario vasco.;Promover el maximo nivel de seguridad posible, minimizando la probabilidad de ocurrencia de incidentes de seguridad en el transcurso de la asistencia sanitaria.;Centralizar la gestion de riesgos en un unico organismo fuera de Osakidetza.;D;C;C;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;El Objetivo General de la Estrategia de Seguridad del Paciente 20-30 es promover el maximo nivel de seguridad posible, minimizando la probabilidad de ocurrencia de incidentes de seguridad durante la asistencia.
Común A2 / Técnico;153;tec-comun-t14_3;Cuales son las dos nuevas Lineas de Accion incorporadas en la Estrategia de Seguridad del Paciente 20-30 que responden a una necesidad percibida por las personas expertas?;Seguridad en Pediatria y Buenas Practicas en el Uso de Biologicos.;Atencion en Cuidados Paliativos y Seguridad Domiciliaria.;La Seguridad de Paciente en Emergencias y la Prevencion del Suicidio.;Seguridad en Salud Mental y Prevencion de las Ulceras por Presion.;A;C;C;A;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Estrategia de Seguridad del Paciente 2030: Las dos nuevas líneas de acción incorporadas son la L9 (Seguridad en la transición asistencial) y la L10 (Cultura de seguridad en la organización). La C recoge estas dos nuevas líneas. Respuesta C.
Común A2 / Técnico;154;tec-comun-t14_4;De acuerdo con la Estrategia de Seguridad del Paciente 20-30, como se denomina al incidente de seguridad que, a diferencia del incidente sin daño, si ocasiona algun tipo de daño a las personas atendidas?;Error no evitable.;Circunstancia notificable.;Fallo latente.;Evento Adverso.;A;D;D;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;La Estrategia define el Evento Adverso como el incidente de seguridad que ocasiona algun tipo de daño a la persona atendida, diferenciandolo del incidente sin daño o cuasi-incidente.
Común A2 / Técnico;156;tec-comun-t14_6;Cual de los siguientes es el Objetivo Especifico numero 1 de la Estrategia de Seguridad del Paciente 20-30, enfocado en el cambio interno?;Garantizar la continuidad de las lineas de accion y proyectos previamente implantados.;Impulsar la cultura de seguridad de paciente en las organizaciones de servicios de Osakidetza, promoviendo la formacion y sensibilizacion como aspectos clave.;Optimizar la prescripcion de pruebas diagnosticas que utilizan radiacion ionizante.;Implantar un sistema de identificacion inequivoca de pacientes en todas las fases del proceso asistencial.;C;A;B;D;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;El Objetivo Especifico 1 es impulsar la cultura de seguridad del paciente en Osakidetza, con la formacion y sensibilizacion del personal como pilares fundamentales.
Común A2 / Técnico;161;tec-comun-t15_1;Segun el diagnostico del II Plan para la Igualdad de Mujeres y Hombres en Osakidetza, que porcentaje de mujeres y hombres, respectivamente, componia la plantilla total de Osakidetza en enero de 2025?;60% mujeres y 40% hombres.;75% mujeres y 25% hombres.;80% mujeres y 20% hombres.;90% mujeres y 10% hombres.;D;C;C;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Segun el diagnostico del II Plan de Igualdad, en enero de 2025 la plantilla de Osakidetza estaba compuesta por un 80% de mujeres y un 20% de hombres.
Común A2 / Técnico;163;tec-comun-t15_3;Que institucion aprueba el II Plan para la Igualdad de Mujeres y Hombres en Osakidetza (2025-2028)?;Mesa Sectorial de Sanidad.;Emakunde.;Consejo de Administracion de Osakidetza.;Direccion General de Osakidetza.;A;C;C;A;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;II Plan Igualdad Osakidetza 2025-2028: La Meta 5 es 'Salud'. Se centra en incorporar la perspectiva de género en la atención sanitaria y en la investigación en salud. La D es la respuesta correcta. Respuesta D.
Común A2 / Técnico;164;tec-comun-t15_4;De acuerdo con el II Plan para la Igualdad de Mujeres y Hombres en Osakidetza (2025-2028), que concepto define la dificultad invisible que encuentran las mujeres para acceder a puestos de mayor responsabilidad y toma de decisiones?;Segregacion horizontal.;Suelo pegajoso.;Brecha salarial tecnica.;Techo de cristal.;A;D;D;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;El techo de cristal describe la barrera invisible que impide a las mujeres acceder a puestos de mayor responsabilidad y toma de decisiones, a pesar de contar con la cualificacion necesaria.
Común A2 / Técnico;166;tec-comun-t15_6;Cual fue el objetivo del I Plan de Igualdad, teniendo en cuenta su condicion de primer plan estrategico de Osakidetza en esta materia?;Consolidar los avances logrados y profundizar el proceso transformador.;Establecer unos cimientos solidos para garantizar el cumplimiento de la legislacion y la alineacion a los marcos estrategicos.;Reducir la brecha salarial a la mitad en todas las categorias profesionales.;Lograr la aprobacion por parte del Consejo de Direccion de Osakidetza en julio de 2025.;C;B;B;A;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;El I Plan de Igualdad, como primer plan estrategico en esta materia, tuvo como objetivo establecer cimientos solidos para el cumplimiento legislativo y la alineacion con marcos estrategicos de igualdad.
